"voterid","civicduty","hawthorne","self","neighbors","control"
"V008996",0,0,0,0,1
"V046631",0,1,0,0,0
"V130670",0,0,0,0,1
"V017591",1,0,0,0,0
"V111339",1,0,0,0,0
"V114262",0,0,0,0,1
"V100497",1,0,0,0,0
"V043894",0,0,1,0,0
"V071088",0,0,1,0,0
"V005366",0,0,0,0,1
"V095214",0,0,1,0,0
"V001670",0,0,1,0,0
"V064753",0,0,0,1,0
"V078378",0,0,0,1,0
"V062794",1,0,0,0,0
"V060148",0,0,1,0,0
"V135712",0,0,0,0,1
"V067916",0,0,1,0,0
"V017185",0,0,0,0,1
"V041656",0,1,0,0,0
"V014806",0,1,0,0,0
"V116216",0,1,0,0,0
"V044341",0,0,0,1,0
"V048045",0,0,0,1,0
"V110766",0,0,0,0,1
"V030052",0,0,0,1,0
"V093414",0,1,0,0,0
"V008216",1,0,0,0,0
"V011809",0,1,0,0,0
"V112230",0,0,0,0,1
"V046312",0,0,0,0,1
"V019180",0,0,0,0,1
"V033155",0,0,1,0,0
"V105908",0,0,0,0,1
"V085670",0,0,0,0,1
"V079364",1,0,0,0,0
"V104259",0,0,0,0,1
"V032830",0,0,0,0,1
"V022367",0,0,1,0,0
"V121276",0,1,0,0,0
"V020833",0,1,0,0,0
"V124801",0,1,0,0,0
"V114373",0,1,0,0,0
"V017527",0,0,0,0,1
"V030584",0,0,1,0,0
"V070015",0,1,0,0,0
"V116214",0,0,1,0,0
"V038643",0,1,0,0,0
"V042353",0,0,0,0,1
"V021244",1,0,0,0,0
"V083718",0,0,1,0,0
"V043581",0,0,1,0,0
"V033052",1,0,0,0,0
"V093959",0,1,0,0,0
"V122324",0,0,0,1,0
"V042466",0,0,0,1,0
"V090125",0,1,0,0,0
"V041438",1,0,0,0,0
"V006986",1,0,0,0,0
"V016708",0,0,0,0,1
"V050363",0,1,0,0,0
"V136950",0,0,0,0,1
"V048113",0,0,0,0,1
"V074369",0,0,0,0,1
"V018958",0,0,0,1,0
"V053778",0,0,0,0,1
"V059636",0,0,0,1,0
"V078849",0,0,0,1,0
"V028517",1,0,0,0,0
"V097642",0,0,0,1,0
"V103373",0,0,0,0,1
"V075489",1,0,0,0,0
"V036648",1,0,0,0,0
"V011457",0,0,0,0,1
"V080009",1,0,0,0,0
"V105678",0,0,0,1,0
"V106616",0,0,0,1,0
"V022751",0,0,1,0,0
"V041668",0,0,0,0,1
"V038877",0,0,0,0,1
"V093700",0,0,1,0,0
"V071882",0,0,0,1,0
"V037474",0,0,1,0,0
"V125751",0,0,0,0,1
"V121485",1,0,0,0,0
"V125004",1,0,0,0,0
"V126951",0,1,0,0,0
"V036085",1,0,0,0,0
"V077760",0,0,0,1,0
"V123163",1,0,0,0,0
"V046429",1,0,0,0,0
"V035813",0,0,0,0,1
"V004129",0,1,0,0,0
"V093803",0,0,0,1,0
"V005250",0,1,0,0,0
"V117046",0,0,0,1,0
"V104777",0,0,0,1,0
"V045051",0,1,0,0,0
"V138150",0,0,0,1,0
"V062939",0,0,0,1,0
"V112432",0,0,0,1,0
"V044588",0,0,0,0,1
"V007655",0,0,0,1,0
"V061805",0,0,1,0,0
"V009133",0,0,0,0,1
"V120091",1,0,0,0,0
"V089724",0,0,1,0,0
"V081836",0,1,0,0,0
"V049368",0,0,0,1,0
"V045867",0,0,1,0,0
"V135546",0,0,1,0,0
"V101193",1,0,0,0,0
"V084772",0,1,0,0,0
"V062052",0,0,1,0,0
"V135847",0,1,0,0,0
"V061137",0,0,0,0,1
"V061614",0,0,1,0,0
"V070654",0,0,0,1,0
"V058602",0,1,0,0,0
"V104709",0,0,0,1,0
"V111293",0,1,0,0,0
"V050308",0,0,1,0,0
"V045435",0,1,0,0,0
"V119119",0,0,0,1,0
"V088826",0,1,0,0,0
"V027766",1,0,0,0,0
"V100409",0,1,0,0,0
"V095913",0,1,0,0,0
"V102676",0,0,0,0,1
"V007527",0,0,0,0,1
"V058870",0,0,0,1,0
"V107823",0,0,0,0,1
"V067620",1,0,0,0,0
"V132384",1,0,0,0,0
"V002718",0,0,0,0,1
"V013940",0,0,1,0,0
"V042406",1,0,0,0,0
"V128065",0,1,0,0,0
"V092692",0,0,0,0,1
"V056418",0,0,0,1,0
"V054609",0,1,0,0,0
"V022189",1,0,0,0,0
"V081471",0,1,0,0,0
"V009619",1,0,0,0,0
"V007006",1,0,0,0,0
"V021008",0,0,0,1,0
"V074976",1,0,0,0,0
"V112199",1,0,0,0,0
"V081264",1,0,0,0,0
"V091621",0,0,1,0,0
"V065026",1,0,0,0,0
"V080201",0,0,0,1,0
"V032582",0,0,0,0,1
"V022718",0,1,0,0,0
"V134114",0,0,0,1,0
"V130201",0,0,1,0,0
"V034168",1,0,0,0,0
"V063315",0,0,0,1,0
"V035542",1,0,0,0,0
"V095674",0,0,0,0,1
"V116045",1,0,0,0,0
"V130500",0,0,0,0,1
"V124416",0,1,0,0,0
"V092175",1,0,0,0,0
"V050125",0,0,0,0,1
"V133836",0,1,0,0,0
"V022518",0,1,0,0,0
"V035618",1,0,0,0,0
"V044958",0,0,1,0,0
"V135150",0,0,0,0,1
"V098527",1,0,0,0,0
"V072166",0,0,1,0,0
"V049692",0,0,0,1,0
"V001804",0,0,1,0,0
"V132217",0,1,0,0,0
"V099570",0,0,1,0,0
"V027994",1,0,0,0,0
"V125694",0,0,1,0,0
"V005417",1,0,0,0,0
"V104928",1,0,0,0,0
"V029017",0,0,1,0,0
"V081665",0,0,0,0,1
"V093871",1,0,0,0,0
"V016853",0,0,0,1,0
"V053976",0,0,0,1,0
"V108971",0,0,1,0,0
"V086915",0,1,0,0,0
"V048794",0,0,1,0,0
"V042601",0,0,1,0,0
"V089723",0,1,0,0,0
"V098503",1,0,0,0,0
"V062476",0,0,0,0,1
"V080745",0,0,0,0,1
"V040991",0,0,0,1,0
"V016791",0,1,0,0,0
"V116765",1,0,0,0,0
"V050917",0,0,0,0,1
"V013243",0,0,0,1,0
"V124781",0,0,0,0,1
"V104641",1,0,0,0,0
"V028548",1,0,0,0,0
"V007736",0,0,0,1,0
"V086006",0,0,0,0,1
"V082771",1,0,0,0,0
"V136526",1,0,0,0,0
"V094516",0,1,0,0,0
"V098213",1,0,0,0,0
"V082224",0,0,0,1,0
"V083005",0,0,1,0,0
"V049369",0,0,0,0,1
"V101450",1,0,0,0,0
"V063476",0,0,1,0,0
"V105276",1,0,0,0,0
"V038654",0,0,1,0,0
"V003339",0,0,0,0,1
"V091500",0,0,0,0,1
"V046565",0,0,0,0,1
"V033763",0,0,0,1,0
"V060855",0,0,0,1,0
"V010386",0,1,0,0,0
"V024560",0,0,0,0,1
"V089705",1,0,0,0,0
"V095088",0,0,1,0,0
"V110697",0,0,0,0,1
"V091142",0,0,0,0,1
"V127383",0,0,0,1,0
"V019507",0,1,0,0,0
"V101277",0,0,0,1,0
"V113746",0,0,1,0,0
"V059491",0,0,0,1,0
"V132575",0,0,0,1,0
"V014644",0,0,0,0,1
"V019898",0,1,0,0,0
"V030322",0,1,0,0,0
"V073511",1,0,0,0,0
"V060297",1,0,0,0,0
"V052996",1,0,0,0,0
"V117393",0,1,0,0,0
"V137359",0,0,1,0,0
"V044028",0,1,0,0,0
"V041616",0,0,1,0,0
"V122603",1,0,0,0,0
"V066401",0,0,0,0,1
"V058137",1,0,0,0,0
"V102304",0,1,0,0,0
"V107370",0,0,0,0,1
"V018637",0,0,0,0,1
"V050370",1,0,0,0,0
"V111330",1,0,0,0,0
"V139102",0,0,0,1,0
"V088437",0,0,1,0,0
"V066283",0,0,0,0,1
"V061807",1,0,0,0,0
"V028267",1,0,0,0,0
"V114777",0,0,0,1,0
"V078860",0,0,0,0,1
"V039095",0,0,0,0,1
"V029474",1,0,0,0,0
"V092850",0,0,1,0,0
"V101569",0,1,0,0,0
"V034529",0,0,1,0,0
"V121863",0,0,0,0,1
"V078178",0,0,0,0,1
"V058031",0,0,0,0,1
"V009099",1,0,0,0,0
"V041866",0,0,0,1,0
"V024401",0,1,0,0,0
"V055600",0,0,0,1,0
"V074459",0,0,0,1,0
"V030065",0,0,1,0,0
"V000632",0,0,0,0,1
"V052135",0,0,0,1,0
"V044920",0,0,0,1,0
"V082005",0,1,0,0,0
"V111981",0,1,0,0,0
"V137969",0,0,0,1,0
"V125863",0,0,1,0,0
"V025377",0,0,0,0,1
"V012546",0,0,1,0,0
"V064434",0,0,0,1,0
"V054222",0,0,0,1,0
"V137814",0,0,0,1,0
"V036847",1,0,0,0,0
"V085813",0,1,0,0,0
"V140038",0,0,0,0,1
"V012794",0,0,0,0,1
"V094456",0,1,0,0,0
"V116480",0,1,0,0,0
"V096594",0,0,0,1,0
"V069387",0,0,0,1,0
"V045597",1,0,0,0,0
"V126349",1,0,0,0,0
"V010468",0,1,0,0,0
"V046590",0,1,0,0,0
"V009041",0,1,0,0,0
"V098544",0,0,1,0,0
"V043944",0,0,0,1,0
"V013650",0,1,0,0,0
"V123513",0,0,1,0,0
"V101267",0,1,0,0,0
"V113881",1,0,0,0,0
"V066792",1,0,0,0,0
"V051823",0,1,0,0,0
"V024041",0,0,0,0,1
"V013840",0,0,0,1,0
"V021175",0,0,0,1,0
"V040326",0,1,0,0,0
"V040212",0,0,1,0,0
"V138929",1,0,0,0,0
"V017015",0,0,0,1,0
"V065397",0,1,0,0,0
"V069702",0,0,0,1,0
"V112695",0,0,0,0,1
"V096220",0,1,0,0,0
"V139978",1,0,0,0,0
"V121825",0,0,0,1,0
"V010319",0,0,0,0,1
"V134291",1,0,0,0,0
"V087152",0,0,0,1,0
"V135780",1,0,0,0,0
"V129547",1,0,0,0,0
"V100219",0,1,0,0,0
"V035017",0,0,1,0,0
"V128075",0,0,1,0,0
"V015246",0,0,0,1,0
"V067628",0,1,0,0,0
"V043290",0,0,0,1,0
"V087832",0,1,0,0,0
"V118729",0,0,0,0,1
"V053319",1,0,0,0,0
"V114232",0,0,1,0,0
"V060042",0,0,0,1,0
"V054039",0,0,0,0,1
"V094575",0,1,0,0,0
"V124281",1,0,0,0,0
"V063707",1,0,0,0,0
"V057340",0,1,0,0,0
"V069034",0,0,0,0,1
"V136218",0,0,0,1,0
"V024983",0,1,0,0,0
"V130608",0,0,1,0,0
"V115752",0,0,1,0,0
"V046980",0,0,0,1,0
"V087104",0,0,0,1,0
"V026635",0,1,0,0,0
"V042523",0,0,1,0,0
"V102881",0,1,0,0,0
"V020971",0,0,0,0,1
"V032132",0,0,0,0,1
"V027037",0,0,1,0,0
"V111188",0,0,1,0,0
"V035622",1,0,0,0,0
"V023944",1,0,0,0,0
"V066448",0,0,0,0,1
"V009993",0,1,0,0,0
"V016860",1,0,0,0,0
"V109106",0,0,1,0,0
"V096202",0,1,0,0,0
"V123379",1,0,0,0,0
"V054020",0,0,0,1,0
"V073980",0,1,0,0,0
"V035695",0,0,0,0,1
"V117867",0,0,1,0,0
"V118169",0,0,0,0,1
"V081991",0,0,1,0,0
"V117598",0,0,0,1,0
"V052871",0,0,1,0,0
"V079731",0,0,0,0,1
"V080904",0,0,1,0,0
"V030231",0,0,0,0,1
"V108227",0,1,0,0,0
"V080220",0,1,0,0,0
"V004210",0,0,1,0,0
"V032965",0,0,1,0,0
"V095385",0,0,0,0,1
"V131783",0,1,0,0,0
"V019223",0,0,0,1,0
"V106497",0,0,1,0,0
"V033825",0,0,0,0,1
"V137111",0,0,0,1,0
"V053032",0,0,0,1,0
"V119720",0,0,0,1,0
"V094048",0,1,0,0,0
"V062507",0,0,0,1,0
"V091622",1,0,0,0,0
"V078210",0,0,0,0,1
"V052786",0,0,0,0,1
"V001676",0,0,0,0,1
"V059132",0,0,1,0,0
"V011989",0,0,0,1,0
"V006652",0,1,0,0,0
"V108759",0,1,0,0,0
"V113287",0,0,0,0,1
"V012400",0,0,1,0,0
"V035022",1,0,0,0,0
"V088041",0,0,0,0,1
"V080431",1,0,0,0,0
"V005503",0,0,0,1,0
"V054190",1,0,0,0,0
"V094330",0,0,0,0,1
"V100564",1,0,0,0,0
"V077045",1,0,0,0,0
"V016454",0,1,0,0,0
"V025484",0,0,0,1,0
"V101187",0,0,0,1,0
"V045608",0,0,0,0,1
"V045234",0,1,0,0,0
"V024224",0,0,0,1,0
"V078637",0,0,0,1,0
"V003065",0,0,0,1,0
"V027465",0,0,0,0,1
"V081574",0,0,0,1,0
"V049443",0,0,1,0,0
"V057142",0,0,1,0,0
"V074366",1,0,0,0,0
"V052912",0,0,1,0,0
"V127114",0,0,0,1,0
"V055100",0,1,0,0,0
"V053480",1,0,0,0,0
"V068114",1,0,0,0,0
"V094369",1,0,0,0,0
"V064682",0,0,0,0,1
"V043076",0,0,0,1,0
"V105473",0,1,0,0,0
"V131135",0,0,0,0,1
"V094275",0,0,1,0,0
"V015259",0,0,1,0,0
"V080434",0,0,1,0,0
"V028969",0,0,0,1,0
"V118945",1,0,0,0,0
"V080367",0,1,0,0,0
"V017802",0,0,1,0,0
"V015588",0,0,0,0,1
"V051403",0,0,0,0,1
"V021533",0,0,0,1,0
"V019789",0,0,0,1,0
"V061653",0,0,1,0,0
"V055698",1,0,0,0,0
"V040681",0,0,0,1,0
"V080640",0,0,0,0,1
"V106108",0,0,0,0,1
"V099301",1,0,0,0,0
"V021927",1,0,0,0,0
"V085653",0,0,0,1,0
"V130678",0,0,0,1,0
"V126715",0,0,1,0,0
"V077011",1,0,0,0,0
"V124142",0,0,0,1,0
"V103939",1,0,0,0,0
"V131901",0,0,1,0,0
"V048679",1,0,0,0,0
"V049912",0,0,0,1,0
"V072088",0,0,1,0,0
"V076551",1,0,0,0,0
"V049224",1,0,0,0,0
"V088116",0,0,0,1,0
"V031847",0,0,0,1,0
"V134901",1,0,0,0,0
"V069548",0,0,0,1,0
"V076939",0,0,0,1,0
"V127489",1,0,0,0,0
"V121270",0,0,0,0,1
"V042022",0,0,1,0,0
"V072091",0,0,0,1,0
"V009675",0,0,0,1,0
"V042712",0,1,0,0,0
"V115903",0,0,1,0,0
"V084371",0,1,0,0,0
"V044060",1,0,0,0,0
"V070515",0,1,0,0,0
"V023584",0,0,0,0,1
"V015215",0,0,0,0,1
"V004561",0,1,0,0,0
"V103334",0,1,0,0,0
"V034852",0,1,0,0,0
"V084974",0,1,0,0,0
"V113080",1,0,0,0,0
"V138960",0,1,0,0,0
"V134960",0,1,0,0,0
"V100375",0,0,0,0,1
"V084148",0,0,1,0,0
"V052101",0,0,1,0,0
"V102915",0,0,1,0,0
"V078905",1,0,0,0,0
"V026155",0,0,1,0,0
"V112612",0,1,0,0,0
"V016846",0,0,0,0,1
"V050171",0,1,0,0,0
"V127640",0,0,1,0,0
"V103452",1,0,0,0,0
"V041039",0,0,1,0,0
"V096602",0,1,0,0,0
"V038480",0,0,1,0,0
"V062678",0,1,0,0,0
"V136598",0,1,0,0,0
"V132696",0,0,0,0,1
"V133269",0,0,0,1,0
"V056533",0,0,0,1,0
"V073508",0,0,0,1,0
"V101670",0,1,0,0,0
"V082073",1,0,0,0,0
"V026484",0,1,0,0,0
"V094571",0,1,0,0,0
"V134051",0,0,1,0,0
"V027724",0,0,0,1,0
"V028421",0,0,1,0,0
"V103482",0,0,1,0,0
"V040281",0,0,1,0,0
"V056498",1,0,0,0,0
"V103074",0,1,0,0,0
"V029470",0,1,0,0,0
"V051714",0,0,0,1,0
"V029293",0,0,1,0,0
"V109718",0,0,0,1,0
"V135534",0,0,1,0,0
"V031340",0,1,0,0,0
"V117236",0,0,0,0,1
"V031678",0,1,0,0,0
"V132519",0,1,0,0,0
"V031146",0,0,0,1,0
"V041531",0,0,0,0,1
"V119183",0,0,0,1,0
"V055002",0,0,0,0,1
"V000049",0,0,1,0,0
"V078476",0,1,0,0,0
"V003077",1,0,0,0,0
"V086186",1,0,0,0,0
"V103115",0,1,0,0,0
"V004963",0,0,1,0,0
"V009193",0,1,0,0,0
"V129495",0,1,0,0,0
"V033518",0,0,0,1,0
"V127055",0,0,1,0,0
"V046464",0,0,0,0,1
"V134349",0,0,0,1,0
"V026860",1,0,0,0,0
"V124163",0,1,0,0,0
"V089209",0,0,0,0,1
"V048166",0,0,0,0,1
"V130013",0,0,0,1,0
"V111920",1,0,0,0,0
"V119804",0,0,1,0,0
"V095359",0,0,0,1,0
"V073544",0,0,0,1,0
"V137730",0,1,0,0,0
"V000731",0,0,0,1,0
"V010204",0,0,0,1,0
"V098499",0,0,0,0,1
"V129419",0,0,0,1,0
"V005648",0,0,0,1,0
"V055828",0,0,0,1,0
"V099675",0,0,0,1,0
"V008325",1,0,0,0,0
"V039237",0,1,0,0,0
"V085189",0,0,0,0,1
"V050454",1,0,0,0,0
"V071876",0,0,0,1,0
"V135130",0,0,0,0,1
"V014859",0,0,1,0,0
"V037665",0,1,0,0,0
"V045519",0,0,0,1,0
"V017113",0,0,1,0,0
"V037915",0,0,0,0,1
"V081579",1,0,0,0,0
"V110770",0,0,0,1,0
"V119058",0,0,0,0,1
"V128559",0,0,0,1,0
"V038236",0,1,0,0,0
"V042259",1,0,0,0,0
"V111711",0,1,0,0,0
"V129255",0,0,0,1,0
"V045856",0,1,0,0,0
"V101436",0,1,0,0,0
"V078158",0,0,1,0,0
"V045669",1,0,0,0,0
"V024564",0,0,0,1,0
"V064006",0,1,0,0,0
"V059760",1,0,0,0,0
"V011845",0,0,0,0,1
"V071985",0,0,0,1,0
"V128037",0,1,0,0,0
"V122955",0,0,0,0,1
"V088641",0,1,0,0,0
"V019763",0,0,1,0,0
"V034886",0,1,0,0,0
"V097221",0,0,1,0,0
"V005328",0,0,1,0,0
"V089015",1,0,0,0,0
"V059444",0,1,0,0,0
"V065774",0,1,0,0,0
"V079574",0,1,0,0,0
"V017199",1,0,0,0,0
"V100998",0,0,0,1,0
"V026217",0,1,0,0,0
"V085457",1,0,0,0,0
"V040853",0,1,0,0,0
"V089550",0,0,1,0,0
"V015439",0,0,1,0,0
"V117428",0,0,0,0,1
"V138490",0,1,0,0,0
"V120254",0,0,1,0,0
"V090871",1,0,0,0,0
"V114950",0,0,1,0,0
"V046665",1,0,0,0,0
"V008949",0,1,0,0,0
"V121260",0,0,0,0,1
"V069555",0,1,0,0,0
"V039099",0,1,0,0,0
"V064468",0,0,1,0,0
"V075650",0,1,0,0,0
"V110241",1,0,0,0,0
"V084219",0,1,0,0,0
"V053240",0,0,1,0,0
"V050126",1,0,0,0,0
"V130318",1,0,0,0,0
"V052632",0,0,1,0,0
"V039887",0,0,0,0,1
"V105208",1,0,0,0,0
"V132344",1,0,0,0,0
"V077604",0,0,1,0,0
"V092773",0,0,1,0,0
"V074257",0,0,1,0,0
"V131836",0,0,1,0,0
"V076206",1,0,0,0,0
"V045793",0,0,0,1,0
"V116692",0,0,0,1,0
"V022525",1,0,0,0,0
"V023308",0,0,1,0,0
"V008551",0,1,0,0,0
"V095049",0,0,0,1,0
"V114201",1,0,0,0,0
"V133494",0,0,0,1,0
"V105713",0,0,0,0,1
"V096781",0,0,0,1,0
"V134947",0,0,1,0,0
"V139375",0,1,0,0,0
"V102901",0,0,0,1,0
"V138317",0,1,0,0,0
"V129379",0,0,0,0,1
"V128276",0,1,0,0,0
"V051908",1,0,0,0,0
"V072856",0,0,0,1,0
"V032555",0,0,0,1,0
"V123942",0,0,0,1,0
"V072374",0,0,1,0,0
"V045210",1,0,0,0,0
"V114296",0,1,0,0,0
"V081433",0,0,1,0,0
"V136388",1,0,0,0,0
"V053911",0,1,0,0,0
"V022902",0,0,0,1,0
"V014879",0,0,0,1,0
"V000356",0,0,1,0,0
"V039162",0,0,0,1,0
"V029266",0,1,0,0,0
"V061299",1,0,0,0,0
"V032371",0,1,0,0,0
"V044087",1,0,0,0,0
"V036802",0,0,0,0,1
"V044154",0,1,0,0,0
"V092615",0,0,1,0,0
"V124571",0,0,0,1,0
"V026863",0,1,0,0,0
"V007382",0,1,0,0,0
"V108985",0,0,1,0,0
"V132885",0,1,0,0,0
"V102528",0,1,0,0,0
"V043927",0,0,0,0,1
"V022172",0,1,0,0,0
"V098597",0,1,0,0,0
"V037376",0,0,0,1,0
"V120956",0,1,0,0,0
"V107755",0,0,0,0,1
"V019331",0,0,0,0,1
"V056624",0,1,0,0,0
"V013690",0,0,0,1,0
"V062705",1,0,0,0,0
"V098721",0,0,0,0,1
"V084989",0,0,0,0,1
"V093821",0,0,1,0,0
"V108137",1,0,0,0,0
"V039137",0,1,0,0,0
"V074178",1,0,0,0,0
"V114886",0,0,1,0,0
"V005899",0,1,0,0,0
"V095387",0,1,0,0,0
"V036861",0,1,0,0,0
"V084679",0,1,0,0,0
"V001059",0,1,0,0,0
"V139372",0,0,0,0,1
"V040826",0,0,1,0,0
"V065196",0,0,0,0,1
"V071869",1,0,0,0,0
"V090621",1,0,0,0,0
"V081608",0,0,0,0,1
"V127758",0,0,1,0,0
"V117548",0,0,0,1,0
"V114852",1,0,0,0,0
"V000795",1,0,0,0,0
"V002998",0,0,0,0,1
"V020143",0,1,0,0,0
"V020758",0,0,0,1,0
"V132825",0,1,0,0,0
"V134637",0,0,1,0,0
"V113984",0,0,0,1,0
"V030841",0,0,0,0,1
"V081121",0,0,0,1,0
"V121634",0,0,0,0,1
"V104351",1,0,0,0,0
"V050081",1,0,0,0,0
"V077226",1,0,0,0,0
"V082548",1,0,0,0,0
"V118600",0,1,0,0,0
"V123906",0,1,0,0,0
"V033817",0,1,0,0,0
"V131570",0,0,0,0,1
"V027658",0,0,1,0,0
"V031981",0,0,0,0,1
"V007632",0,1,0,0,0
"V071140",1,0,0,0,0
"V100019",0,0,1,0,0
"V043825",0,0,1,0,0
"V077237",0,0,1,0,0
"V028668",0,1,0,0,0
"V035270",0,0,0,0,1
"V058208",0,0,1,0,0
"V084771",0,0,1,0,0
"V082349",1,0,0,0,0
"V029027",0,0,1,0,0
"V002022",1,0,0,0,0
"V083760",1,0,0,0,0
"V132611",0,0,0,0,1
"V056036",0,0,1,0,0
"V081716",0,0,0,1,0
"V065897",0,0,0,1,0
"V017566",0,1,0,0,0
"V038393",1,0,0,0,0
"V128849",1,0,0,0,0
"V090925",0,0,0,0,1
"V117480",0,1,0,0,0
"V070505",0,1,0,0,0
"V095106",0,0,0,0,1
"V063427",0,0,0,0,1
"V051852",0,0,1,0,0
"V139056",0,0,1,0,0
"V032964",0,1,0,0,0
"V003278",1,0,0,0,0
"V006485",0,0,0,0,1
"V117722",0,0,0,1,0
"V053401",0,0,0,0,1
"V099542",0,0,0,1,0
"V106363",1,0,0,0,0
"V071308",0,0,0,0,1
"V102554",0,0,0,0,1
"V132952",0,0,1,0,0
"V064959",1,0,0,0,0
"V009035",0,1,0,0,0
"V026165",0,0,0,0,1
"V056475",0,1,0,0,0
"V063935",0,0,0,0,1
"V049953",0,0,1,0,0
"V119461",0,0,0,1,0
"V086645",1,0,0,0,0
"V116687",0,0,1,0,0
"V097302",0,0,0,1,0
"V100946",0,0,0,1,0
"V013521",0,0,0,1,0
"V057108",0,1,0,0,0
"V112593",1,0,0,0,0
"V070655",0,0,0,1,0
"V005281",0,0,0,1,0
"V085768",0,1,0,0,0
"V020154",0,1,0,0,0
"V121948",0,0,0,0,1
"V048912",0,0,0,1,0
"V036685",1,0,0,0,0
"V056660",0,0,0,1,0
"V078921",0,1,0,0,0
"V083791",0,0,1,0,0
"V133127",0,0,0,1,0
"V118744",1,0,0,0,0
"V080020",0,1,0,0,0
"V078582",1,0,0,0,0
"V073000",1,0,0,0,0
"V077125",0,0,0,1,0
"V121783",0,0,1,0,0
"V101396",0,0,1,0,0
"V039892",0,0,1,0,0
"V010130",0,0,0,1,0
"V120075",1,0,0,0,0
"V047289",0,0,0,0,1
"V068717",0,1,0,0,0
"V137438",0,0,1,0,0
"V082008",1,0,0,0,0
"V103229",0,1,0,0,0
"V072831",0,0,0,0,1
"V050038",0,0,0,1,0
"V021723",0,0,1,0,0
"V039358",0,0,0,1,0
"V004832",0,0,0,0,1
"V097563",0,0,1,0,0
"V035147",0,0,1,0,0
"V130232",1,0,0,0,0
"V113284",0,0,0,1,0
"V009590",0,0,0,1,0
"V132024",0,0,1,0,0
"V007603",0,0,1,0,0
"V023295",0,1,0,0,0
"V024236",0,0,0,0,1
"V076776",1,0,0,0,0
"V041826",0,0,1,0,0
"V110015",0,0,1,0,0
"V011215",0,0,1,0,0
"V054474",0,0,0,1,0
"V021932",0,1,0,0,0
"V073435",1,0,0,0,0
"V038037",0,0,0,1,0
"V044806",0,0,1,0,0
"V127168",1,0,0,0,0
"V120053",0,1,0,0,0
"V139965",0,0,0,1,0
"V035598",0,0,1,0,0
"V043625",1,0,0,0,0
"V030709",0,0,1,0,0
"V029317",0,0,0,1,0
"V065446",0,1,0,0,0
"V114123",0,0,0,0,1
"V013908",0,1,0,0,0
"V108093",0,0,1,0,0
"V059103",0,1,0,0,0
"V117739",1,0,0,0,0
"V021235",0,0,0,0,1
"V099534",1,0,0,0,0
"V057305",0,0,0,0,1
"V002002",0,0,0,0,1
"V128729",1,0,0,0,0
"V062181",0,1,0,0,0
"V019987",1,0,0,0,0
"V054703",0,0,0,1,0
"V031322",0,0,0,1,0
"V000460",0,1,0,0,0
"V067471",1,0,0,0,0
"V136512",0,0,0,1,0
"V020379",0,0,0,0,1
"V075423",1,0,0,0,0
"V033714",0,0,0,0,1
"V043814",1,0,0,0,0
"V101570",0,0,0,0,1
"V024917",1,0,0,0,0
"V014511",0,0,1,0,0
"V018739",0,0,1,0,0
"V139328",0,0,0,0,1
"V021571",0,0,0,1,0
"V002837",1,0,0,0,0
"V135701",0,0,0,0,1
"V087040",0,0,1,0,0
"V054169",0,0,0,1,0
"V139017",1,0,0,0,0
"V053378",0,0,1,0,0
"V056327",1,0,0,0,0
"V029053",1,0,0,0,0
"V063842",1,0,0,0,0
"V125695",1,0,0,0,0
"V094718",0,0,0,1,0
"V022199",0,0,1,0,0
"V048900",1,0,0,0,0
"V065994",0,1,0,0,0
"V102809",1,0,0,0,0
"V003668",1,0,0,0,0
"V000351",0,0,1,0,0
"V107289",0,0,0,0,1
"V032024",0,0,1,0,0
"V007383",0,0,0,0,1
"V109834",0,0,0,1,0
"V075872",0,0,0,0,1
"V124418",0,0,1,0,0
"V038082",0,0,1,0,0
"V113714",1,0,0,0,0
"V096467",0,0,1,0,0
"V115631",0,0,0,0,1
"V049798",0,0,0,1,0
"V087346",0,0,0,0,1
"V051649",0,0,0,0,1
"V106403",0,1,0,0,0
"V000599",0,0,0,0,1
"V065612",0,0,0,0,1
"V107568",0,0,0,0,1
"V063137",0,0,0,0,1
"V069545",1,0,0,0,0
"V000275",0,0,0,1,0
"V007190",0,0,1,0,0
"V119344",0,0,0,0,1
"V054083",0,0,0,0,1
"V109778",0,1,0,0,0
"V011260",1,0,0,0,0
"V132729",0,0,0,0,1
"V016488",1,0,0,0,0
"V122225",0,0,1,0,0
"V016564",0,0,0,1,0
"V135513",0,0,0,0,1
"V039114",1,0,0,0,0
"V084531",1,0,0,0,0
"V134820",0,0,1,0,0
"V012244",0,0,1,0,0
"V061615",0,0,1,0,0
"V131861",0,0,0,0,1
"V044855",0,0,0,0,1
"V031991",0,0,0,1,0
"V101379",1,0,0,0,0
"V050232",0,1,0,0,0
"V060940",0,0,1,0,0
"V006430",0,0,0,0,1
"V058080",0,1,0,0,0
"V012184",0,0,1,0,0
"V019118",0,0,1,0,0
"V090466",0,0,0,0,1
"V133911",0,1,0,0,0
"V056315",0,0,0,0,1
"V117857",0,0,0,1,0
"V105384",1,0,0,0,0
"V036983",0,0,1,0,0
"V012462",1,0,0,0,0
"V140044",0,0,0,0,1
"V045566",0,1,0,0,0
"V002801",0,1,0,0,0
"V076096",0,0,0,1,0
"V022643",1,0,0,0,0
"V125870",0,1,0,0,0
"V099606",1,0,0,0,0
"V137249",0,0,0,1,0
"V108141",0,0,1,0,0
